,text,label
62,"Never go fishing with Skrillex, he always drops the bass.",1
63,I've been fired from work for putting in too many shifts. Keyboard manufacturing isn't as easy as you think.,1
64,"My sister has a new job, but it's hard to say what she does. She sells sea shells on the seashore.",1
65,What do you call an Iraqi with a sheep under each arm? A pimp.,1
66,Why is the camel called the ship of the desert? Because its full of Arab semen,1
67,Why does the hipster make crappy coffee? The beans are always under-ground.,1
68,Where does a dog go when he loses his tail? A re-tail store,1
69,So sick of my best mate laughing at my virginity.. After joking about it for the 100th time..I finally lost it with him!,1
70,Did you hear about the Italian chef that died? He pasta way. We cannoli do so much. His legacy will be a pizza history.,1
71,The reason I don't watch Jersey Shore is because I can watch talking carrots on VeggieTales.,1
72,Gutted the wife has left me! She's took the Sky Box and all my Bob Marley records too. No woman no Sky,1
73,What do short people like to drive? A mini-van #joke,1
74,Tea is for mugs.,1
75,Why didn't the skeleton go to the party?Because he had no body to go with.,1
76,Our old sofa felt terrible.. but now it's fully recovered.,1
77,The symbol in which everyone thinks is a heart  is not actually derived from an actual heart? But a rear view of a girl bending over.,1
78,How many ADHD kids does it take to screw in a lightbulb? Wanna go see a movie?,1
79,I used to play the triangle in a reggae band but left because it was just one ting after another.,1
80,What's the worst part about two black guys going over a cliff in a van? They were my friends.,1
81,"Committing suicide is a 6 step process. 
Step 1: Find the edge of a cliff....
....now take 5 more steps.",1
82,I've finally stopped drinking for good. Now I drink for evil,1
83,"No wonder newborn babies cry. They've got nothing to eat, no clothes and they already owe the government money.",1
84,I'll never tell anyone that I'm secretly addicted to eating glue. My lips are sealed.,1
85,My parents used to be happy when I took naps..now they think I'm lazy.,1
86,"Mrs and 3 of her pals squeezed into my car after weight watchers. I muttered ""fat cows"". The Mrs snapped ""What was that!?"". I said ""You Herd""..",1
87,I quit my job at the helium factory today. I refuse to be spoken to in that tone of voice.,1
88,I started an emo salsa band. We're called Hispanic at the Disco,1
89,"I've designed a plane made entirely from rubber, so that when it crashes, it bounces. It's a Boing 747.",1
90,What's the difference between jam and jelly? You can't jelly your dick up your girlfriend's arse!,1
91,Marks And Spencers new advert states that it wouldn't be Christmas without MandS. They're right too. It'd be Chrita.,1
92,"""Your underwear is too tight and very revealing"" I said to my wife. She said ""Wear your own then, dickhead"".",1
93,"Unbrella: An umbrella which has no further use, as when a force of wind turns it inside-out",1
94,Never moon a werewolf.,1
95,I've finally come to accept I'm dyslexic and I'll always be dyslexic. A Leotard can't change its spots.,1
96,Two years ago I asked my dream girl on a date. Today I asked her to marry me. She said no on both occasions.,1
97,What's the difference between iron-man and iron woman? One is a superhero and the other is a command.,1
98,What's the best way to talk to your mother-in-law? Through a medium.,1
99,Sigarettes are the main reason for statistics.,1
100,2 guys walked into a bar. The third one ducked.,1
101,I lent a hot girl my umbrella yesterday. That takes the number of girls I've made wet this year to -1.,1
102,What happens if you go on a survival course..and you don't pass?,1
103,As a child my family's menu consisted of two choices: take it or leave it.,1
104,Indebted: when you use your visa to pay off your MasterCard.,1
105,What's the best part about fucking twenty-eight year olds? They're twenty of them.,1
106,"Place a STUDENT DRIVER sign on top of your car, and suddenly nobody suspects you of drunk driving.",1
107,Last week I bought a fridge magnet. They really work. So far I've got 11 fridges.,1
108,"Follow your dreams, except for the one where your naked at work.",1
109,A limbo dancer walks into a bar and loses the competition.,1
110,Why did the blonde tiptoe past the medicine cabinet? She didn't want to wake the sleeping pills.,1
111,Whoever invented knock knock jokes should win a no bell prize.,1
112,How much does a grand piano cost? £1000,1
113,"Why do people have hot water heaters? If the waters hot, why heat it?",1
114,Watching Jeopardy backward is like seeing 3 panelists ask questions where Trebek always gets them right,1
115,Please don't interupt me while im ignoring you.,1
116,"Since it's the thought that counts, I'll just keep thinking about getting that colonoscopy.",1
117,My favorite sexual position is the JFK. I splatter all over her while she screams and tries to get out of the car.,1
118,What kind of organization is Atheism? Non-prophet.,1
119,Today I took a class on castration It was all neuter me,1
120,"What did the hat say to the scarf? ""You hang around - I'll go on a head.""",1
121,"Why are they called apartments, when they're all stuck together?",1
122,I almost forgot to update my status that I'd been to the gym. What a waste of a workout that would have been!,1
123,In my house I'm the boss. My wife is just the decision maker.,1
124,"The five stages of Monday: Denial, Anger, Bargaining, Depression, Wine.",1
125,"A woman met a man walking along the street wearing only one shoe. 'Just lost a shoe?' she asked. He answered, 'Nope, just found one'.",1
126,"I called up a takeaway and said ""do you deliver"" They said ""No, we do lamb, chicken or fish""",1
127,Sometimes the road less traveled is less traveled for a reason.,1
128,"I bought a Prince CD today. Cost me £20, but I partied like it was £19:99.",1
129,"Whoever stole my Microsoft Office, I'm coming after you. You have my word",1
130,"I'm not a fan of shopping centres. Once you've seen one, you've seen the mall.",1
131,Why was Cinderella kicked off the football team?Because she kept running away from the ball.,1
132,"Do gay people say, ""That's so straight?""",1
133,"I have a very open mind, people tell me they can feel a breeze when they sit next to me.",1
134,My pet bird has lost its voice. Please retweet.,1
135,"Someone stole all my credit cards, but I won't be reporting it. The thief spends less than my wife did.",1
136,I was given a leaflet the other day on anger management. I lost it.,1
137,"Where does Walmart keep the Terminator toys? Aisle B, back.",1
138,"20 seconds left on the microwave! Women:  Set the table, pour the wine, tweet, check Facebook. Men: Start a NASA rocket launch countdown.",1
139,Do you think last night was the world record for intercourse?,1
140,"Why is there no black character in the game ""Clue""? Because then it would be called ""Solved.""",1
141,"My best mate was a hairdresser. He passed away recently, but at least he died doing what he loved..Dying.",1
142,Two peanuts walk into a bar. One was a-SALTED.,1
143,I don't understand how crows can fly so straight when there's so many crow bars around.,1
144,How are peanut butter and jelly related? They're inbred,1
145,I'm having a bit of car trouble...mainly because I can't afford to put gas in it.,1
146,Why were Helen Keller's fingers purple?She heard it through the grapevine.,1
147,Martin Luther King Day: A day for all us white people to be embarrassed by our ancestors.,1
148,How do you get a nun pregnant? Dress her like an alter boy.,1
149,Home: A mobile home with a flat tire.,1
150,"I hate all this terrorist bollocks! Gone are the days when you could look at an unattended bag on the tube and think, I'll fucking have that!",1
151,"Yo Mama is so ugly, she uses a line of makeup called ""Why Bother"".",1
152,I was once arrested for resisting arrest. I still don't know how.,1
153,I've been invited round a neighbours for a pre Christmas drink with nibbles. They treat that fucking cat like royalty.,1
154,Gambling has brought our family together. We had to move to a smaller house.,1
155,"It may be illegal to steal kitchen utensils, but what can I say? I'm a whisk taker",1
156,"I have kleptomania, but it's okay. I'm taking something for it.",1
157,How did the nucleus escape from prison? Through the cell wall.,1
158,"""Knock Knock."" ""Who's there?"" ""It's the police, sir."" ""You'll have to wait, I'm having a shit."" ""We know, sir, the phone booth has glass sides.""",1
159,"A neutron walks into a bar and asks how much for a drink. The bartender reply's ""For you? No charge!""",1
160,Why did the yogurt go to the art exhibition? Because it was cultured.,1
161,There are countless films without dracula in them..,1
162,How many Jewish mothers does it take to change a lightbulb?None.  They'd rather sit in the dark and suffer.,1
163,They say there are a lot of scammers on the Internet! And for only $19.95 a month I can show you how to stop them!,1
164,"A small boy swallowed some coins and was taken to hospital. His Mother phoned to ask how he was and the nurse said, 'There's no change yet'",1
165,Why are all Jewish men circumcized? Because Jewish women go crazy over anything 20% off.,1
166,"I said to my wife:""If you lick my balls I'll come"". She said; ""Fuck off, you're coming shopping with me whether you like it or not!""",1
167,The wife said she wanted to go and see Jeremy Kyle Live for her birthday. So I got her sister pregnant! We're on next Wednesday!,1
168,"Don't ever run away from your problems, unless your problem is being chased by a bear.",1
169,"Why do they leave out the letter B on ""Garage Sale"" Signs?",1
170,I drank a bottle of cat shampoo last night. Dont ask meow!,1
171,A woman looked in the mirror and was shocked to see her first strands of grey hair. She thought she'd dye.,1
172,"When we talk to God, we're praying. When God talks to us, we're schizophrenic.",1
173,I've lost loads of weight this month! This whole 'not having any money for food' thing is really working out well.,1
174,You know I can see 6 years into the future? I have 2020 vision.,1
175,What day do penguins hate most? Casual Fridays,1
176,"Knock, Knock. Who's there? Control freak. Now you say control freak who!",1
177,What do ghosts use to wash their hair? ShamBoo.,1
178,"TEACHER: Now, Simon, tell me frankly, do you say prayers before eating?

SIMON: No sir, I don't have to, my Mum is a good cook.",1
179,I hate Lay's for selling me air in a bag with a little bit of chips.,1
180,How do you warm a room up thats just been painted? Give it a 2nd coat.,1
181,"I asked God for a bike, but then I realised God doesn't work that way..So I stole a bike and asked for forgiveness.",1
182,I always found the fishmonger at our local market to be pretty unfriendly. In fact I'd describe him as a little standoffish.,1
183,"According to all the latest reports, there was no truth in any of the earlier reports.",1
184,Whats red and bad for your teeth? A brick.,1
185,I just want people to accept who I pretend I am,1
186,I get enough exercise just pushing my luck.,1
187,Whiteboards are remarkable...,1
188,What do a pimp and a redneck have in common? They both know how to throw a good hoe down.,1
189,"My wife left me because she said I'm obsessed with the muppets. Apparently, I'm not ready for a kermitment.",1
190,Have you heard my under construction joke? It's not done yet.,1
191,Why was 6 afraid of 7? Because seven was a six offender.,1
192,"Knock, knock. Who's there? Nobel. Nobel who? No bell so I had to knock.",1
193,"When I feel like life is going too fast, I go to the DMV.",1
194,"I'm not affected by the price of gas, I just get $20 worth every time.",1
195,My wife and I were happy for 23 years. Then we met.,1
196,"We've been trying to think of some vegetable jokes. If you can think of any, lettuce know.",1
197,"I hate double standards. If a girl sleeps with loads of guys she's considered a ""slut"". Yet if a guy does it he's considered a ""homosexual""",1
198,What's green and smells of pork? Kermit the frogs fingers!,1
199,Will glass coffins be a success? Remains to be seen.,1
200,Why couldn't the candle get any sleep? Because there's no rest for the wicked. ,1
201,Words cannot express how limited my vocabulary is.,1
202,"I dropped 30 lbs over the summer. ""oh yeah? And what happened to your foot?"" that's where I dropped the 30 lb sandbag.",1
203,Want to hear a joke about pizza? Never mind it's too cheesy.,1
204,My neighbour complained to me about my dog chasing people on a bike. My dog can't even ride a bike.,1
205,All trail mix is is deconstructed candy bars.,1
206,"Roses are grey.
Violets are grey.
I'm colorblind.",1
207,I don't believe in spanking my children. I find that waving a gun around works just as well..,1
208,"WARNING: If you do it right the first time, they'll ask you to do it again.",1
209,The worst part of censorship is ***********,1
210,Where do senior citizens often go to the restroom? Depends,1
211,Last night I saw a fat lad chatting up a fat girl. She turned him down though. She was worried he was just trying to get into her Snickers,1
212,"I just got back from my mates funeral, He was killed by a tennis ball. It was a cracking service.",1
213,I've bought the wife a transparent bath. It'll save me a fortune on taking the kids to Sea World.,1
214,If I ate myself would I be twice as big or disappear completely?,1
215,My brother was jailed for his beliefs. He believed you could wank on the bus.,1
216,What do they call Peter Pan in China? Peter Wok,1
217,Why'd I spend all my childhood trying to save peach? She already has a man.,1
218,Sometimes I laugh so much that a bit of wee comes out. It's really starting to worry me..Why is wee coming out of my mouth?,1
219,When does 1+1=3? When you don't use a condom.,1
220,"I bought some 'Jamie Oliver Sausages' yesterday. On the packet it said 'Prick with a fork'I thought, can't argue with that!",1
221,"Yo Mama is so fat, her nickname is ""DAMN!""",1
222,My mate dug a hole in the garden and filled it with water...I think he meant well.,1
223,I saw a clown doing sit-ups. Funny how things work out.,1
224,I'm having car trouble. I can't afford to put the gas in.,1
225,"""Son, I don't think you're cut out to be a mime."" ""Was it something I said?"" Asks the son. ""Yes.""",1
226,"I'm always willing to put in more hours at work, specifically lunch hours.",1
227,Mary and Joseph. Now they had a stable relationship.,1
228,"My friend keeps telling me to stop impersonating butter. I can't, I'm on a roll now. ",1
229,"I called my dad from the shop saying I'd forgotten what orange juice he asked for. ""Concentrate"" he said, but I still couldn't remember!",1
230,"""What's the definition of anxiety?"" 
""The half of the time when you're worried about the other half of the time.""",1
231,"I just pulled a Christmas cracker,erm.. There's a joke in there somewhere.",1
232,"With the new starwars film due out, Haribo have released some new sweets. I dont like them, they're all chewy.",1
233,"lI'm not crazy, my reality is just different than yours.",1
234,Don't keep a man guessing too long - he's sure to find the answer somewhere else. #itstrueladies,1
235,What do you call an epileptic in a lettuce patch? A seizure salad.,1
236,"When it comes to anagrams, I don't know my earholes from my arsehole.",1
237,What's ET short for? Cos he's only got little legs.,1
238,"People in the UK eat more bananas than monkeys. Last year they consumed 72,400 bananas and only 4 monkeys.",1
239,Are Pi shops open 22/7?,1
240,What does a perverted frog say? Rubbit.,1
241,"I'm terrified of skipping ropes, bungees and trampolines. They make me jump.",1
242,"""You're like a coin."" ... 
""Awwww, valuable?"" ... 
""Nope, two faced""",1
243,"My brother says I need to stop quoting Run-D.M.C., but it's like that, and that's the way it is.",1
244,"Some people have a way with words, Others not have way.",1
245,"How many mice does it take to screw in a light bulb? Only two, but they have to be really small.",1
246,A woman walks into a bar and asks the barman for a double-entendre. So he gives her one.,1
247,"For every dollar a man makes, a woman makes seventy cense. That's not fair cause the man is only left with .30.",1
248,"Hi, I'm a tagline. When I grow up I'm gonna be a novel!",1
249,How did Darth Vader know what Luke has gotten him for Christmas? He felt his presents.,1
250,I didn't do too well in the pub quiz the other night..I know nothing about pubs.,1
251,This shout out is dedicated to all my blind followers: ... .. ... . .... ... .. ... .. . ..... ... ... . ..,1
252,I broke into a shoe store and tied the laces together on all the womens' shoes. Bitches be trippin.,1
253,"When someone says. ""It tastes like crap."" ....how do they know?",1
254,I have a gay friend who works in construction. He works in a manhole.,1
255,Why dont blind men skydive? Because it scares the shit out of the dog.,1
256,"Wife to husband: ""let's go out and have some fun tonight"". Husband: ""OK, but if you get home before I do, leave the hall light on""",1
257,"What do you call an Alien who eats too much cheese, egg yolks and animal fat? An extra-cholesterol.",1
258,How do you turn a fruit into a vegetable. You give him AIDS,1
259,"Scientists say that sniffing Rosemary can increase memory by 75 percent, but every time I try she slaps me and says I'm a creep.",1
260,"My dog just chased some kid on a bike, I had no idea my dog could even ride a bike.",1
261,My party trick is swallowing two pieces of string and an hour later they come out my arse tied together. I shit you knot.,1
262,"In a thousand years, archaeologists will dig up tanning beds and think we fried people for punishment.",1
263,"I've started taking steps to cure my alcoholism. It hasn't worked, I've just got loads of angry window cleaners after me.",1
264,What do you do with 365 used condoms? ll them up into a tire and call it a Goodyear,1
265,"According to Kinect, I am the controller, so whenever I lose, I throw myself on the ground and stomp on myself.",1
266,Did you hear about the blind circumciser? He got the sack!,1
267,"Why was the orphan so successful? When they told him ""go big or go home"", he only had one option.",1
268,Do you know why Frequency cannot love any more? Cause it still hertz.,1
269,"Got out of the shower and my wife said ""Look, its like a penis, only smaller"". I said ""Look, its like my secretary, only fatter and less flexible"".",1
270,"Whenever I have a problem, I just sing. Then I realize that my voice is worse than my problem and it isn't a big deal anymore.",1
271,Two drums and a cymbal fall off a cliff. Ba-dum tish!,1
272,Cleaning your house while your kids are still growing is like shoveling the walk before it stops snowing,1
273,I failed my audition as Romeo through a misunderstanding over a stage direction. My copy of the script said: 'Enter Juliet from the rear',1
274,The best time to start thinking about your retirement is before the boss does.,1
275,"Two cows in a field, one says""What do you think of mad cow disease?""The other cow replies ""Won't affect me, I'm a helicopter!""",1
276,Renamed my iPod as 'the titantic' so when I plug it in it's says 'the titantic is syncing.,1
277,"I supplied filofaxes to the Mafia. Yeah, I was involved in very organised crime.",1
278,"What does a Russian woman say to stop her husband from abusing her? Vladislov, baby don't hurt me, don't hurt me, no more..",1
279,Watch out for lamp manufacturers. There are a lot of shady characters.,1
280,I only watched the royal wedding for the bishop. I've always wanted to see a person who only moves diagonally.,1
281,Yo Mamma so fat I took a picture of her last Christmas and its still printing.,1
282,What do you call an airplane that flies backwards? A receding airline,1
283,Wind turbines: I'm a big fan.,1
284,Spring is when you feel like whistling even with a shoe full of slush,1
285,I hit my wife in the face with a chocolate bar from 60 feet away. I've studied aerodynamics.,1
286,"I asked a Chinese girl for her number. She said, ""Sex! Sex! Sex! Free Sex tonight!"" I said, ""Wow!"" Her friend said, ""She means 666-3629.""",1
287,My mate just asked me if he could put a teabag in my mouth and fill me with boiling water. He must think I'm some kind of mug.,1
288,My wife is so ugly she spent 5 hours in the beauty salon... Just getting a price.,1
289,Main: what a guys number one girl is. He fails to tell her about the others.,1
290,"“Have you got any kittens going cheap?” Asked a customer in a pet shop.
“No, sir,” replied the owner. “All our kittens go “Meow.",1
291,"The label on my biscuits said ""Store in a cool place ""So I mailed them to Samuel L Jackson's house.",1
292,"Take my advice, do not take my advice.",1
293,"What's the definition of a will? Come on, guys. The answer's a dead giveaway. ",1
294,"I said to my wife the other day ""Why dont you tell me when you have an orgasm?"" She said ""I dont like to ring you at work.""",1
295,Breaking News: Pedigree Chum have gone bust! They've called in the retrievers.,1
296,A headache is just your brain trying to comprehend its own stupidity.,1
297,I spent most of last night in jail. Couldn't roll a double for the life of me.,1
298,Every time I see you I think about how much of a waste that 100 million years was.,1
299,"Knock, knock. Who's there? Hatch. Hatch who? Bless you!",1
300,"There was a young Man from Peru, whose limerick stopped at line two.",1
301,Two drums and a cymbal fall off a cliff. Ba dum tish!,1
302,"My wife is finally losing weight thanks to a new slimming club.  If she goes near the fridge, I hit her with it.",1
303,What do you call a gay dinosaur? Megasoreass,1
304,"Renamed the router ""Hide Your Kids, Hide Your Wi-Fi""",1
305,If tomatoes are fruit then isn't ketchup actually a smoothie?,1
306,I hate being manic depressive. It's great!,1
307,I am the most pleasant person you'll ever meet. Until you wake me.,1
308,"My credit card company loves me. Every day, I get a call from them saying my balance is outstanding.",1
309,My wife was gang raped by a group of mimes. They performed unspeakable acts on her.,1
310,Why did Isaac Newton's son know so much about gravity? The apple didn't fall far from the tree.,1
311,A guy walked into a bar. He got a light concussion.,1
312,That awkward moment when your sentence doesn't end the way you octopus.,1
313,A bikini is an outfit where 90% of a women's body is exposed and men are decent enough to stare at the 10% that is covered.,1
314,What's the difference between a joke and two dicks? You can't take a joke.,1
315,"An elephant asks a camel why it had breasts on its back and the camel replied, ' silly question for someone who has a dick on its face '",1
316,"If you steal a clean slate, does it go on your record?",1
317,Entropy isn't what it used to be.,1
318,What do you call an invisible mom that got a sex change. Transparent,1
319,Marriage is the triumph of imagination over intelligence. Second marriage is the triumph of hope over experience,1
320,I live for my alarm clock collection. It's the only reason I get up in the morning.,1
321,I'm really overdrawn at the bank and they keep phoning me and leaving voicemails. I wish they'd just leave me a loan.,1
322,"I always wonder, ""how do they know where I live?"" when movie commercials say""coming to a cinema near you"".",1
323,"Behind every successful man, there's a surprised woman.",1
324,Why don't they have gambling in Africa? There are too many cheetahs.,1
325,"My bank balance is sick, I hope it gets better soon!",1
326,Why are cars faster than motorcycles? Because motorcycles are two tired.,1
327,"""They told me to play safe, so I played with one"" - Thief",1
328,"Roses are red, Violets are blue, I've got dementia, Cheese on toast.",1
329,I just finished designing a website for an orphanage. There isn't a home page,1
330,What does diarrhea and a bar fight have in common? Blood on your stool.,1
331,"My mate walked into Carphone Warehouse, held the manager at gunpoint and made her top up his mobile phone for free.Full credit to him!",1
332,"How many graduate students does it take to change a light bulb? Only one, but it takes nine years.",1
333,I got kicked out of my local record store after enquiring about a Coldplay song. I only went looking for Trouble.,1
334,My mate just lost both hands in a horrible accident. I can't even begin to imagine how he feels.,1
335,I'm sick of people lying to me. I asked three people what time it was and they all said something different.,1
336,All in all... it was a good orgy.,1
337,The chances of you dying on the way to get your lottery tickets are greater than your chances of winning.,1
338,To neigh or not to neigh. That is equestrian.,1
339,What has 20 legs and flys? 5 dead horses.,1
340,Why aren't iphone chargers called apple juice?,1
341,What do you call a singing laptop? Adele.,1
342,"I was pulled over by the police... ""Have we been drinking sir"" ""No"" I replied. ""I don't remember you buying me a pint""",1
343,What do you call a mexican with a rubber toe? Roberto!,1
344,Where would you park your camel? The Camelot.,1
345,"You're a Philosophy major you say? Impressive, and yes, please make my order a combo.",1
346,When my mate gave me a leaflet about anger management..I lost it.,1
347,What do you call a bear with no teeth? A gummy bear,1
348,"What's the difference between oral sex and anal sex? Oral sex makes your day, anal sex makes your hole weak!",1
349,I cant think of any boat jokes. Canoe?,1
350,Me and my limbo team go way back.,1
351,"""Thanks to the Interstate Highway System, it is now possible to travel from coast to coast without seeing anything.""",1
352,E-void: the use of technology to avoid human contact.,1
353,What word is always pronounced incorrectly? Incorrectly.,1
354,My local theatre is showing a play called 'The Dictionary'. It's a play on words.,1
355,"My wife asked me, ""Did you eat my chocolate in the cupboard last night?"" ""No, don't be silly"" I replied"" I ate it on the sofa.""",1
356,"I'm not ignoring you, I'm pretending you're dead.",1
357,Lazy People Fact #5626728943: You were too lazy to read that number.,1
358,My doctor told me that I needed to watch my drinking. So now I drink in front of a mirror.,1
359,"I asked my wife to act like a ""naughty school girl"". She forged a note from her mother saying she didn't have to participate.",1
360,I just took the 6 o'clock Birmingham train. The people from the train company were furious and made me give it back.,1
361,"I just recently ended a 5 year relationship. It's OK though, it wasn't my relationship.",1
362,"I really hate being a depressed atheist. Nothing to live for, nothing to die for.",1
363,"What did Arnold Schwarzenegger say when asked to join a classical music costume contest?  ""I'll be Bach""",1
364,"I was recently on safari in the Serengeti and witnessed two male male lions shagging. I thought ""blimey, have they got no pride?""",1
365,"My girlfriend thinks I have a gambling addiction. She hasn't said anything, but I bet that's what she's thinking.",1
366,- What do you get when you cross a Polack and a Mongoloid with one leg? A Polaroid 1 Step,1
367,I hate it when my neighbor's kids cry at night. Maybe I should give them back.,1
368,What is a Woman's favorite book? A checkbook.,1
369,What do you call cheese that isn't yours? Nacho Cheese,1
370,Why do bad farmers make good DJs? Because they've got sick beets!,1
371,"Him: You're sexy!
Her: And I Know it!
Him: LMFAO, good one!",1
372,"Things are always easier said than done..Except for talking, that's pretty much the same really.",1
373,What do you call a woman with one leg shorter than the other? Eileen.,1
374,How can you get four suits for a dollar? Buy a deck of cards.,1
375,I hate helping people. I think I'll get a job at Apple.,1
376,"I have a gift. Every time I approach something With wings, it flies away. It happens with women, too.",1
377,What do you call a man with a map on his head? Miles.,1
378,Why was the blonde upset when she got her Drivers License? Because she got an F in sex.,1
379,"If adult diapers are called 'Depends', then baby diapers should be called 'Definitely'.",1
380,I went to a dyslexic rave last night. I took three F's.,1
381,"What do you call a kid with one arm, buck teeth, a monobrow and an eyepatch? Names.",1
382,Congratulations to Tu Youyou on winning the Nobel Prize in Medicine and for being the most confusing person to sing Happy Birthday to.,1
383,"Sometimes, I put my hands on the floor, tuck my head toward my chest and then lean forward... 'Cause that's how I roll.",1
384,What's black and rhymes with Snoop? Dr. Dre,1
385,LOL=lacking of literacy,1
386,I've just been given a pack of playing cards covered in strawberry jam..I'm finding them very had to deal with.,1
387,The first time I sang in the church choir about 200 hundred people changed their religion.,1
388,I think the worst time to have a heart attack is during a game of charades...or a game of fake heart attack.,1
389,What: A taunt used by gangsters.,1
390,"Maybe we should tone it down a notch. The neighbours changed the name of their wifi network to;""We can hear you having sex"".",1
391,I'd like to go to Holland one day. Wooden shoe?,1
392,Why do horses have such a low divorce rate? Because they're all in stable relationships.,1
393,Yo Mama is so fat she uses the equator as her belt.,1
394,"I was going down on this chick when I noticed her pussy tasted like horse semen. I stopped and said ""Oh, so that's how you died, Grandma.""",1
395,It's a shame that stupidity can't be converted into a usable energy source.,1
396,"As Mr Peanut left his house, he said to his wife, ""see you, I'll be back in a Jif""",1
397,Why do scuba divers fall backwards out of boats? If they fell forwards they would still be in the boat. ,1
398,What do you call a dodgy neighbourhood in Italy? A Spaghetto.,1
399,To the person who invented 0: Thanks for nothing.,1
400,"If your parents never had children, chances are you won't, either.",1
401,What's better than roses on your piano? Tulips on your organ.,1
402,Did you hear about the man who survived mustard gas and pepper spray? They say that he's a seasoned veteran.,1
403,I would never want to belong to any club that would have someone like me for member.,1
404,Recent research has shown that 6 out of 7 dwarves aren't happy.,1
405,Take my advice; I don't use it anyway.,1
406,"Wedding rings are the prettiest, tiniest, most expensive handcuffs ever.",1
